1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,7,0,2,4,8,2,2,23,1,2,3,7,9,5,2
13,2,2,10,6,3,11,5,13,11,4,12,4,10,17,5
16,7,10,5,16,11,14,8,11,6,8,6,24,14,16,22
2,4,9,4,6,6,5,4,5,7,8,5,6,9,4,6
1,2,0,2,8,1,0,8,4,8,0,3,4,4,3,4
0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0
2,2,1,0,0,1,0,1,0,0,0,0,1,0,2,0
1,0,3,0,0,1,3,0,1,0,1,1,0,0,1,0
0,0,5,4,0,0,0,0,0,0,2,0,0,1,0,2
2,0,2,4,3,0,7,0,0,0,4,2,0,1,0,1
0,0,3,0,1,3,0,1,2,1,4,0,5,0,2,0
1,0,5,0,0,1,2,2,0,0,0,1,1,0,0,0
2,1,0,1,4,0,3,1,4,0,8,1,1,0,1,2
7,0,0,1,5,0,1,1,1,0,0,0,5,1,1,1
1,0,2,0,2,2,0,0,2,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
