1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,2,1,0,0,0,0,0,1,2,1,1,1,1,0,0
3,1,2,0,1,0,1,0,3,1,3,0,7,2,6,3
6,5,2,0,12,2,1,1,4,5,3,2,6,2,3,5
6,4,5,1,22,0,1,2,6,6,6,1,29,3,10,7
12,5,7,0,9,0,7,3,7,4,4,2,15,0,3,1
9,1,4,0,3,0,3,3,9,3,3,0,3,0,6,1
2,1,0,0,0,0,1,0,5,1,0,0,0,0,0,0
0,0,2,0,3,0,2,0,3,1,0,0,0,0,0,0
0,1,0,0,0,0,3,0,2,1,1,0,3,0,0,0
2,1,0,0,0,0,0,0,0,0,1,0,3,0,2,0
2,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0
0,0,2,0,6,0,1,0,2,0,1,0,1,0,1,0
0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0
1,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0
2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,3,0,0,0,2,0,0,0,4,0,0,0
0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
