1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
3,3,2,0,0,0,0,1,4,0,10,3,2,0,2,0
5,0,1,0,1,0,2,0,3,1,2,0,3,1,2,0
8,1,0,0,2,0,0,1,4,0,2,0,3,0,1,0
9,1,1,0,6,0,4,0,10,1,4,0,11,1,1,1
11,0,2,1,5,1,3,2,6,3,2,2,7,0,3,0
7,0,2,0,3,0,2,1,5,0,3,1,2,1,1,3
1,0,2,0,1,0,0,0,2,0,0,0,0,0,1,0
0,2,1,1,4,0,1,0,2,0,1,0,0,0,0,0
0,0,1,2,0,0,0,0,1,0,1,0,1,0,1,0
1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0
3,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,4,0,0,1,1,0,0,0
0,0,0,0,2,0,1,1,2,1,0,0,2,0,0,0
1,0,0,0,2,1,1,0,2,0,0,1,0,0,0,0
1,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0
3,1,0,0,1,0,0,0,1,1,0,0,5,0,1,0
0,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0
1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
