1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0
11,4,0,1,0,0,9,0,8,1,9,1,7,7,2,4
8,2,13,3,11,3,7,3,5,8,4,8,10,1,13,3
5,1,4,1,4,2,4,1,7,1,7,4,4,1,5,4
0,0,4,0,3,1,0,0,0,0,0,2,1,2,1,0
2,4,4,2,3,1,0,0,0,0,3,0,1,0,0,0
0,0,3,6,1,1,2,0,0,0,3,0,0,0,6,0
0,0,0,1,4,1,2,0,0,0,0,0,5,1,0,3
5,1,2,0,0,2,4,2,1,0,0,0,1,3,2,0
0,1,0,0,0,0,0,2,6,2,0,2,0,0,1,0
0,1,1,1,6,0,9,3,2,1,2,0,3,1,2,0
0,1,2,1,2,4,1,0,3,0,4,3,0,0,1,0
0,0,2,0,1,0,0,2,2,1,1,0,0,0,2,2
4,1,0,0,0,0,0,4,1,2,0,0,4,0,2,1
0,1,2,1,0,0,0,0,2,1,2,2,0,0,0,3
0,0,2,0,0,0,0,0,1,0,2,0,2,0,2,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
