1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,1,2,0,1,1,0,0,2,1,0,1,2,0,2,0
21,2,7,1,11,4,5,3,11,2,7,3,11,2,5,3
14,5,9,8,12,5,12,8,24,10,8,11,9,6,7,8
9,10,5,6,12,7,4,4,2,7,4,5,11,6,4,5
5,6,4,3,7,2,4,1,6,6,3,1,2,4,2,1
1,6,0,2,1,1,7,3,2,2,1,1,0,1,1,1
0,2,0,1,0,1,0,0,1,0,0,0,0,2,0,0
0,0,1,0,2,0,0,0,3,1,0,1,0,0,0,0
1,0,2,1,0,0,0,1,0,1,0,0,0,0,2,1
0,0,1,1,1,0,2,1,0,1,3,1,1,0,0,1
0,0,1,1,0,1,3,1,0,0,1,1,1,1,0,0
1,1,4,1,0,1,0,0,1,0,3,0,0,0,4,2
2,0,3,1,2,0,2,3,0,0,4,2,1,1,0,1
2,0,4,1,1,1,3,1,2,0,2,0,1,1,4,0
3,1,3,1,0,0,0,0,4,2,3,1,1,2,3,1
0,0,5,0,3,0,3,1,1,1,2,0,2,1,1,2
9,0,3,0,0,0,1,1,0,0,5,1,3,0,2,1
2,0,1,2,0,0,3,3,1,0,1,2,0,0,0,0
0,0,1,0,0,0,1,0,6,0,0,0,2,0,1,3
3,0,0,0,2,0,0,0,3,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
