1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,7,3,2,4,4,7,8,3,3,5,5,7,0,9
21,7,8,16,12,5,10,22,18,11,14,25,11,9,10,18
8,10,8,15,23,7,3,10,7,1,3,9,28,2,6,6
2,4,6,8,10,1,6,2,10,3,7,7,6,4,2,6
3,1,0,2,2,2,6,4,3,2,1,4,0,1,2,2
0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
2,0,0,0,5,0,1,0,6,2,1,0,0,0,0,1
0,1,0,2,0,0,0,0,0,0,0,0,0,0,6,1
1,0,1,0,2,1,3,1,0,0,1,5,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
2,0,4,2,0,1,0,0,4,0,1,0,0,0,2,0
1,0,0,3,2,0,1,2,0,0,5,1,3,0,0,0
4,0,0,1,4,3,2,0,4,0,3,0,1,2,4,1
1,2,3,0,0,1,0,0,6,3,4,3,2,2,1,3
0,0,3,1,6,0,4,2,0,4,1,0,3,2,0,4
2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2
2,0,3,3,0,0,1,3,0,0,0,0,0,0,0,0
0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
