1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
9,8,6,2,8,4,1,3,14,2,4,5,18,2,10,3
72,13,25,18,65,12,26,30,58,16,34,20,71,20,25,23
64,23,41,38,65,19,50,37,77,40,50,38,51,31,44,35
36,32,21,30,54,29,19,24,19,25,21,26,52,28,24,29
11,14,22,10,24,9,12,6,18,11,11,8,12,10,6,6
7,8,0,4,4,4,13,8,7,4,4,5,1,2,10,5
0,3,1,2,0,1,1,1,6,0,0,0,0,2,4,0
2,1,2,1,5,0,2,0,6,3,1,1,0,0,2,3
1,1,2,2,0,0,3,6,0,2,3,2,0,1,7,2
4,0,1,1,2,1,8,2,0,1,5,6,2,0,3,4
0,0,5,1,0,1,9,2,0,0,6,2,2,3,5,0
2,1,10,3,4,2,8,1,4,0,7,0,0,0,10,2
5,0,12,4,2,0,11,3,1,0,10,2,5,1,5,3
9,0,6,2,4,3,5,1,8,0,7,0,1,2,9,1
7,2,12,1,0,1,0,1,8,3,9,3,2,2,8,5
4,0,8,1,10,0,4,2,2,4,7,0,14,2,3,4
17,0,4,0,3,0,2,1,2,0,7,1,10,0,2,3
8,0,3,3,8,0,5,5,3,0,1,2,2,0,0,0
0,0,2,0,0,0,3,0,11,0,0,0,7,0,2,3
12,0,0,0,8,0,0,0,9,0,0,2,13,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
