1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0,3,2,1,0,2,1,0,1,1,1,0,1,2,0
1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,1
0,2,1,0,3,1,1,1,1,2,2,1,4,0,0,1
3,1,3,0,1,0,1,1,4,0,1,1,4,1,1,2
3,3,2,0,5,0,3,4,3,1,3,0,1,1,5,0
6,2,4,1,2,1,8,0,4,0,4,2,2,1,4,0
4,0,8,0,4,3,2,0,8,2,6,1,7,2,8,1
5,1,5,1,9,2,5,2,4,5,13,1,6,1,2,1
5,3,2,2,4,0,4,1,6,2,0,0,4,2,5,1
6,1,9,0,8,1,11,1,9,3,6,2,3,2,6,1
8,1,4,1,6,2,3,0,8,1,0,4,5,3,6,1
23,4,3,1,7,0,6,1,12,1,8,1,12,0,7,1
9,0,7,1,5,2,4,0,8,2,4,3,7,1,6,3
17,5,6,2,7,3,14,1,10,5,8,0,8,3,10,4
9,3,20,5,8,2,14,1,10,6,14,1,9,6,8,2
4,3,5,1,2,2,4,1,3,1,9,4,2,2,8,0
4,3,0,3,1,4,1,3,5,4,3,3,3,4,4,2
4,3,3,2,2,4,2,7,1,1,4,3,0,1,1,6
1,3,1,3,2,1,1,0,2,1,1,1,4,3,3,1
1,0,1,3,3,1,3,3,2,2,0,2,1,3,1,1
3,1,1,2,2,0,1,0,2,1,0,4,0,0,1,2
1,0,2,1,3,0,1,2,1,1,0,1,0,0,0,1
0,1,0,3,1,0,1,2,0,0,0,1,0,0,0,2
