1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,1,1,0,1,1,0,0,2,1,1,1,3,1,2,0
30,2,7,2,13,5,8,3,23,4,8,3,17,5,7,3
24,6,14,8,23,5,18,9,30,14,15,11,16,7,14,9
11,11,5,6,18,10,6,4,4,7,4,6,17,8,8,6
5,8,7,3,10,2,5,1,6,6,5,1,5,7,5,2
1,6,0,2,1,2,10,3,3,3,3,3,0,1,8,1
0,3,1,1,0,1,1,0,3,0,0,0,0,2,2,0
1,1,2,0,2,0,1,0,3,2,0,1,0,0,2,0
1,0,2,1,0,0,3,1,0,2,3,1,0,0,3,1
0,0,1,1,1,0,5,1,0,1,5,2,1,0,3,1
0,0,4,1,0,1,7,1,0,0,6,1,1,1,5,0
1,1,7,1,1,1,5,0,2,0,6,0,0,0,7,2
3,0,10,3,2,0,6,3,1,0,7,2,1,1,3,1
3,0,5,2,2,1,4,1,3,0,3,0,1,1,4,0
5,1,8,1,0,0,0,0,4,2,4,1,1,2,5,1
2,0,6,0,3,0,3,1,1,1,4,0,3,1,1,2
9,0,3,0,0,0,1,1,1,0,6,1,3,0,2,2
3,0,1,2,1,0,3,3,1,0,1,2,0,0,0,0
0,0,1,0,0,0,2,0,6,0,0,0,3,0,1,3
6,0,0,0,3,0,0,0,4,0,0,1,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
